,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
202,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
203,sj_d7a6cda0bc7d040d,14,6,4,2970.0,1501.0,524.0,648.0,369.0,147.0,19.210884353741495,10.210884353741497,4.408163265306122
205,sj_3c8133cc05cb8775,34,11,7,3268.0,1712.0,510.0,707.0,386.0,207.0,14.792270531400966,8.270531400966183,3.4057971014492754
213,sj_75bf70412659256a,26,13,10,1204.0,598.0,254.0,260.0,160.0,30.0,39.166666666666664,19.933333333333334,8.666666666666666
214,sj_eb35d9864e8bb042,15,5,4,1193.0,568.0,274.0,269.0,182.0,81.0,13.74074074074074,7.0,3.2962962962962963
215,sj_4f9433d0ca289239,10,3,3,1035.0,493.0,235.0,243.0,170.0,45.0,22.022222222222222,10.933333333333334,5.355555555555555
217,sj_60b17369a692adc6,16,5,4,1913.0,980.0,400.0,456.0,288.0,95.0,19.147368421052633,10.31578947368421,4.778947368421052
230,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
231,sj_672c6d55102ecd6d,17,5,4,1155.0,548.0,271.0,273.0,181.0,80.0,13.45,6.8375,3.4
232,sj_0fe6251f6654b35b,18,5,3,2086.0,990.0,400.0,401.0,264.0,127.0,15.433070866141732,7.78740157480315,3.15748031496063
233,sj_8eb996006a18da4a,11,2,2,2071.0,1015.0,400.0,405.0,257.0,129.0,15.062015503875969,7.8604651162790695,3.13953488372093
234,sj_6bd3dc4dccf6c7a2,16,3,3,2087.0,990.0,399.0,401.0,263.0,127.0,15.440944881889763,7.78740157480315,3.15748031496063
235,sj_658c14aa928e7b3f,25,9,7,1286.0,576.0,277.0,310.0,205.0,66.0,18.5,8.727272727272727,4.696969696969697
236,sj_08bde6207c165f18,26,7,7,2083.0,1056.0,351.0,587.0,268.0,116.0,16.96551724137931,9.10344827586207,5.060344827586207
237,sj_47922f75a86d22cc,7,3,3,904.0,411.0,208.0,207.0,143.0,58.0,14.60344827586207,7.086206896551724,3.5689655172413794
239,sj_bdf1715faaa1d4cf,21,7,5,3245.0,1577.0,566.0,744.0,418.0,182.0,16.835164835164836,8.648351648351648,4.076923076923077
240,sj_3c8133cc05cb8775,34,11,7,3268.0,1712.0,510.0,707.0,386.0,207.0,14.792270531400966,8.270531400966183,3.4057971014492754
264,sj_b2eece26d22cf5b2,20,9,5,4039.0,2206.0,682.0,877.0,450.0,172.0,22.488372093023255,12.813953488372093,5.098837209302325
272,sj_c799fc888dfef761,20,7,5,1599.0,816.0,338.0,373.0,243.0,96.0,15.666666666666666,8.5,3.8854166666666665
279,sj_a848f5ba0db07949,27,8,6,1119.0,482.0,251.0,261.0,187.0,67.0,15.716417910447761,7.1940298507462686,3.8955223880597014
281,sj_84bd42ccaa501792,27,9,6,3821.0,1903.0,645.0,932.0,494.0,188.0,19.329787234042552,10.117021276595745,4.9361702127659575
286,sj_243d4cc38fd5ded4,34,13,9,4246.0,2095.0,669.0,1030.0,517.0,209.0,19.320574162679424,10.014354066985646,4.904306220095694
312,sj_1ede52ec71e40761,27,13,8,1731.0,830.0,301.0,438.0,205.0,77.0,21.493506493506494,10.779220779220779,5.688311688311688
315,sj_1c0c2bd2aeabc0f9,32,17,8,2763.0,1377.0,578.0,662.0,449.0,83.0,32.30120481927711,16.57831325301205,7.963855421686747
317,sj_15970c9f6ac1b43e,23,5,5,1921.0,944.0,398.0,463.0,280.0,105.0,17.304761904761904,8.99047619047619,4.40952380952381
319,sj_d00ddab6dead3fe9,27,13,8,1724.0,830.0,304.0,437.0,208.0,77.0,21.4025974025974,10.779220779220779,5.675324675324675
322,sj_96fa1cf0370a242a,36,9,7,1630.0,558.0,278.0,313.0,216.0,92.0,16.72826086956522,6.054347826086956,3.391304347826087
324,sj_62c3610d4665209b,22,10,6,4613.0,2254.0,750.0,1160.0,578.0,240.0,18.225,9.391666666666667,4.833333333333333
327,sj_21cc5e9a8988a525,34,9,7,1621.0,504.0,264.0,301.0,205.0,101.0,15.05940594059406,4.98019801980198,2.9702970297029703
328,sj_9ef7b075560f7a81,27,10,6,4934.0,2436.0,711.0,1124.0,507.0,264.0,17.693181818181817,9.219696969696969,4.25
329,sj_e222978580a758a5,19,9,7,1552.0,823.0,320.0,410.0,208.0,77.0,19.16883116883117,10.688311688311689,5.35064935064935
331,sj_e1853930ba7030d3,21,9,5,728.0,348.0,185.0,162.0,126.0,44.0,15.568181818181818,7.909090909090909,3.6818181818181817
333,sj_cec0a1a5bb61340b,18,8,5,4944.0,2436.0,712.0,1124.0,508.0,264.0,17.731060606060606,9.219696969696969,4.25
334,sj_9f5565fac465555c,26,9,6,4932.0,2435.0,714.0,1124.0,508.0,264.0,17.685606060606062,9.215909090909092,4.25
337,sj_9d466ad074554a23,27,10,6,4024.0,1951.0,607.0,975.0,438.0,231.0,16.424242424242426,8.437229437229437,4.212121212121212
338,sj_a4fce7331f657205,18,8,5,4934.0,2436.0,712.0,1124.0,508.0,264.0,17.693181818181817,9.219696969696969,4.25
339,sj_078094e69da43f74,31,10,6,1846.0,858.0,365.0,456.0,261.0,114.0,15.201754385964913,7.526315789473684,4.017543859649122
340,sj_b09a0b0a37d8acfc,12,3,3,4921.0,2431.0,711.0,1122.0,507.0,265.0,17.57358490566038,9.166037735849057,4.226415094339623
342,sj_658c14aa928e7b3f,25,9,7,1288.0,580.0,281.0,312.0,207.0,66.0,18.53030303030303,8.787878787878787,4.7272727272727275
345,sj_cbfe8f670f0e1a7b,18,5,4,2291.0,1125.0,454.0,533.0,329.0,129.0,16.767441860465116,8.713178294573643,4.116279069767442
348,sj_47922f75a86d22cc,7,3,3,902.0,411.0,207.0,207.0,143.0,58.0,14.568965517241379,7.086206896551724,3.5689655172413794
349,sj_bdf1715faaa1d4cf,21,7,5,3245.0,1577.0,566.0,744.0,418.0,182.0,16.835164835164836,8.648351648351648,4.076923076923077
350,sj_0d1407bfa4baac95,16,6,4,1234.0,607.0,291.0,337.0,223.0,67.0,17.432835820895523,9.059701492537313,5.029850746268656
357,sj_21cc5e9a8988a525,34,9,7,1621.0,504.0,264.0,301.0,205.0,101.0,15.05940594059406,4.98019801980198,2.9702970297029703
358,sj_d4d8ffe017a2fe5c,36,17,9,1447.0,726.0,324.0,337.0,212.0,69.0,19.985507246376812,10.521739130434783,4.869565217391305
359,sj_10cb5ab562a06d3f,37,16,8,1506.0,771.0,333.0,331.0,214.0,84.0,16.94047619047619,9.166666666666666,3.9285714285714284
360,sj_bdf1715faaa1d4cf,21,7,5,3245.0,1577.0,566.0,744.0,418.0,182.0,16.835164835164836,8.648351648351648,4.076923076923077
364,sj_04b5fe4d83221774,8,3,3,1452.0,661.0,331.0,336.0,242.0,89.0,15.325842696629213,7.426966292134831,3.752808988764045
374,sj_47c1f243db949de2,40,18,13,2153.0,1031.0,441.0,528.0,327.0,135.0,14.955555555555556,7.637037037037037,3.911111111111111
375,sj_b9787d90d21f1f10,19,7,7,642.0,297.0,181.0,167.0,127.0,38.0,15.921052631578947,7.7894736842105265,4.394736842105263
376,sj_9b697bfc1ad686ed,42,20,13,2882.0,1462.0,498.0,637.0,346.0,164.0,16.579268292682926,8.914634146341463,3.8902439024390243
377,sj_06759a11fb810bbd,10,4,4,1042.0,557.0,254.0,264.0,180.0,63.0,15.555555555555555,8.841269841269842,4.190476190476191
378,sj_4940adc59d3c6c1c,21,9,6,1280.0,614.0,287.0,284.0,196.0,73.0,16.54794520547945,8.41095890410959,3.8904109589041096
379,sj_15baa38f846352d7,20,9,5,740.0,383.0,195.0,177.0,131.0,48.0,14.4375,7.979166666666667,3.7083333333333335
412,sj_4f9433d0ca289239,10,3,3,1035.0,493.0,235.0,243.0,170.0,45.0,22.022222222222222,10.933333333333334,5.355555555555555
419,sj_2afdf99638062448,6,2,2,2333.0,1137.0,480.0,580.0,365.0,105.0,21.228571428571428,10.82857142857143,5.552380952380952
421,sj_71653d2d2ae740b1,34,8,8,1588.0,726.0,357.0,372.0,271.0,72.0,21.069444444444443,10.083333333333334,5.166666666666667
423,sj_bdf1715faaa1d4cf,21,7,5,3245.0,1577.0,566.0,744.0,418.0,182.0,16.835164835164836,8.648351648351648,4.076923076923077
425,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
439,sj_8f4b3649193da468,19,7,7,1457.0,705.0,328.0,375.0,245.0,65.0,21.43076923076923,10.846153846153847,5.769230769230769
441,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
442,sj_2d057059c5933c77,25,6,4,1527.0,742.0,332.0,391.0,220.0,81.0,17.864197530864196,9.148148148148149,4.802469135802469
443,sj_67120c59ac3a443b,53,17,12,944.0,422.0,237.0,202.0,159.0,52.0,17.173076923076923,8.115384615384615,3.8846153846153846
472,sj_ead7683eb35f3a17,17,6,6,595.0,292.0,157.0,155.0,110.0,42.0,13.19047619047619,6.928571428571429,3.6904761904761907
504,sj_43d3f82b2ed94634,17,7,3,826.0,399.0,192.0,198.0,127.0,62.0,12.338709677419354,6.435483870967742,3.2419354838709675
505,sj_eefe025f95266af9,14,3,3,1588.0,798.0,357.0,403.0,273.0,87.0,17.264367816091955,9.172413793103448,4.620689655172414
506,sj_4877340cfa21af0c,21,6,5,1247.0,604.0,299.0,295.0,197.0,84.0,13.857142857142858,7.190476190476191,3.5
508,sj_215c33987527f22d,18,5,4,2072.0,996.0,391.0,397.0,254.0,128.0,15.1953125,7.7734375,3.1015625
509,sj_0939e847aae6f4fa,18,8,5,2111.0,1048.0,412.0,469.0,284.0,90.0,22.466666666666665,11.644444444444444,5.211111111111111
510,sj_a2a128d41df5291c,33,16,10,1123.0,519.0,245.0,287.0,175.0,91.0,11.351648351648352,5.7032967032967035,3.1538461538461537
511,sj_d8a6fa67d78640cb,35,14,10,2328.0,1170.0,417.0,610.0,304.0,137.0,16.0,8.525547445255475,4.452554744525547
512,sj_d72277caf2806c1a,39,20,12,1185.0,551.0,246.0,305.0,175.0,96.0,11.354166666666666,5.739583333333333,3.1770833333333335
513,sj_58d7f379c4c18087,26,12,7,1094.0,507.0,243.0,281.0,173.0,90.0,11.166666666666666,5.633333333333334,3.1222222222222222
514,sj_4f9433d0ca289239,10,3,3,1035.0,493.0,235.0,243.0,170.0,45.0,22.022222222222222,10.933333333333334,5.355555555555555
13,sj_f4619e39dfd62863,9,5,4,1326.0,705.0,292.0,328.0,190.0,66.0,19.106060606060606,10.681818181818182,4.984848484848484
14,sj_91882c626d532bff,31,16,11,3002.0,1452.0,520.0,724.0,409.0,177.0,15.966101694915254,8.192090395480227,4.062146892655368
15,sj_56a2c86eb4759e64,9,3,3,2585.0,1296.0,427.0,500.0,271.0,145.0,16.83448275862069,8.937931034482759,3.4482758620689653
16,sj_06759a11fb810bbd,10,4,4,1042.0,557.0,254.0,264.0,180.0,63.0,15.555555555555555,8.841269841269842,4.190476190476191
17,sj_3c2a737289451024,16,6,5,1143.0,618.0,265.0,272.0,166.0,65.0,16.6,9.507692307692308,4.2
18,sj_7090f7bea7abd3ce,10,4,4,1418.0,721.0,335.0,326.0,226.0,63.0,21.523809523809526,11.444444444444445,5.174603174603175
19,sj_aea4b476dd8de27e,8,4,3,1309.0,694.0,296.0,329.0,193.0,67.0,18.55223880597015,10.343283582089553,4.91044776119403
20,sj_76c1b2e208b3ebf0,14,6,6,1257.0,663.0,287.0,313.0,185.0,66.0,18.060606060606062,10.045454545454545,4.757575757575758
21,sj_fb99bf5e8abb88d2,14,5,4,1294.0,681.0,290.0,316.0,186.0,64.0,19.234375,10.640625,4.953125
22,sj_1e884676dc03d9b3,19,8,4,3105.0,1568.0,609.0,746.0,449.0,128.0,23.265625,12.2421875,5.828125
23,sj_551c963ff466fc08,9,3,3,956.0,481.0,244.0,231.0,166.0,59.0,15.220338983050848,8.152542372881356,3.9152542372881354
24,sj_687ff6e321db21ea,22,11,7,3687.0,1785.0,656.0,872.0,504.0,141.0,25.156028368794328,12.652482269503546,6.205673758865248
25,sj_555bc4855fbb8f9e,22,11,7,3634.0,1794.0,655.0,873.0,497.0,138.0,25.340579710144926,12.992753623188406,6.3478260869565215
26,sj_3694b815db3ed72d,22,11,7,3779.0,1855.0,676.0,911.0,520.0,143.0,25.433566433566433,12.965034965034965,6.391608391608392
27,sj_47c1f243db949de2,40,18,13,2435.0,1158.0,493.0,583.0,370.0,149.0,15.348993288590604,7.771812080536913,3.912751677852349
28,sj_a6de1320c0d4da89,10,4,4,2493.0,1160.0,447.0,655.0,352.0,146.0,16.08219178082192,7.945205479452055,4.486301369863014
31,sj_fef3fc68edd8f57e,36,12,8,1296.0,696.0,294.0,288.0,197.0,53.0,23.471698113207548,13.132075471698114,5.433962264150943
32,sj_631ffa879e0a5eb2,10,4,3,1110.0,486.0,230.0,287.0,165.0,78.0,13.243589743589743,6.3076923076923075,3.7564102564102564
33,sj_4504917d5e3d62b7,10,4,3,1843.0,875.0,359.0,456.0,252.0,101.0,17.257425742574256,8.663366336633663,4.534653465346534
34,sj_844057c229da8d50,19,4,3,1001.0,455.0,210.0,224.0,137.0,72.0,12.916666666666666,6.402777777777778,3.1944444444444446
35,sj_b0df25dd4e9fc823,15,5,4,1598.0,729.0,329.0,384.0,224.0,94.0,16.01063829787234,7.74468085106383,4.1063829787234045
36,sj_95699868aca736a9,17,6,4,2408.0,1282.0,468.0,619.0,338.0,116.0,19.767241379310345,11.051724137931034,5.336206896551724
37,sj_ab768917b15cf1b7,27,12,5,5024.0,2574.0,816.0,1125.0,594.0,139.0,35.15107913669065,18.51798561151079,8.086330935251798
38,sj_96deaaae3731fc74,12,5,4,2411.0,1283.0,472.0,619.0,339.0,116.0,19.79310344827586,11.060344827586206,5.336206896551724
39,sj_eacf1c8a33de9210,13,5,4,2413.0,1286.0,470.0,620.0,337.0,116.0,19.810344827586206,11.086206896551724,5.344827586206897
40,sj_33e1e84aba62c299,15,6,5,2410.0,1281.0,468.0,621.0,337.0,116.0,19.78448275862069,11.043103448275861,5.353448275862069
41,sj_43fc501f2aa60940,10,3,3,2615.0,1305.0,429.0,499.0,270.0,144.0,17.166666666666668,9.0625,3.4722222222222223
42,sj_e378b9f6a52f54f2,14,6,4,1678.0,828.0,362.0,453.0,282.0,98.0,16.132653061224488,8.448979591836734,4.63265306122449
43,sj_a9e602b07fbc1486,16,7,5,2416.0,1284.0,469.0,621.0,339.0,116.0,19.836206896551722,11.068965517241379,5.353448275862069
44,sj_193c0757dd4fe39a,22,9,6,2343.0,1152.0,414.0,614.0,312.0,125.0,17.752,9.216,4.912
45,sj_48c251eb3b481bb3,13,5,3,2410.0,1281.0,466.0,619.0,336.0,116.0,19.78448275862069,11.043103448275861,5.336206896551724
46,sj_4d776b92d2a5b6ed,38,16,8,1684.0,856.0,328.0,336.0,217.0,74.0,21.77027027027027,11.567567567567568,4.54054054054054
47,sj_1f4be2b177934b56,80,36,18,1301.0,638.0,299.0,304.0,199.0,55.0,22.672727272727272,11.6,5.527272727272727
48,sj_8a70e030339eb2f8,11,3,3,2772.0,1389.0,538.0,612.0,355.0,123.0,21.54471544715447,11.268292682926829,4.967479674796748
49,sj_ad9b026aee20dc87,23,14,11,934.0,473.0,245.0,301.0,197.0,42.0,21.261904761904763,11.261904761904763,7.190476190476191
50,sj_cc3c02b31a8f35c8,10,3,3,1790.0,873.0,391.0,412.0,280.0,85.0,20.070588235294117,10.270588235294118,4.847058823529411
51,sj_d1c455221504308f,8,3,3,1263.0,636.0,251.0,224.0,164.0,60.0,20.066666666666666,10.6,3.7333333333333334
52,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
53,sj_c535707debe23798,8,3,3,1383.0,682.0,275.0,251.0,185.0,64.0,20.625,10.65625,3.921875
54,sj_eb60ffbb24e28ee2,17,9,5,865.0,429.0,229.0,187.0,143.0,54.0,15.037037037037036,7.944444444444445,3.4814814814814814
55,sj_e94e513c15531eaa,10,3,3,1336.0,649.0,315.0,332.0,240.0,88.0,14.193181818181818,7.375,3.7954545454545454
57,sj_ac4d780b40a5f8d0,27,11,7,1347.0,643.0,316.0,351.0,244.0,73.0,17.465753424657535,8.808219178082192,4.808219178082192
58,sj_a39a60c67b6e69ba,10,3,3,2304.0,1168.0,473.0,555.0,334.0,106.0,20.745283018867923,11.00943396226415,5.245283018867925
59,sj_141c2702549ab5fc,41,16,8,1587.0,782.0,358.0,373.0,248.0,81.0,18.604938271604937,9.654320987654321,4.617283950617284
60,sj_c26ca3d805bafc9c,7,3,3,1288.0,641.0,263.0,232.0,177.0,60.0,20.483333333333334,10.683333333333334,3.8666666666666667
67,sj_45c88b02b55696a4,7,3,3,1417.0,694.0,285.0,263.0,196.0,64.0,21.15625,10.84375,4.109375
68,sj_7e1ed7b73d625965,28,10,6,1491.0,709.0,354.0,353.0,250.0,58.0,24.724137931034484,12.224137931034482,6.086206896551724
71,sj_814e747213856841,18,6,6,1224.0,629.0,312.0,320.0,232.0,65.0,17.846153846153847,9.676923076923076,4.923076923076923
72,sj_bd2b54a103d61fa0,25,10,8,348.0,186.0,88.0,112.0,70.0,26.0,12.423076923076923,7.153846153846154,4.3076923076923075
79,sj_ed0c2bb849f5df3e,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
92,sj_696228184043c34a,20,7,4,1098.0,528.0,286.0,242.0,178.0,66.0,15.651515151515152,8.0,3.6818181818181817
98,sj_551c963ff466fc08,9,3,3,956.0,481.0,244.0,231.0,166.0,59.0,15.220338983050848,8.152542372881356,3.9152542372881354
108,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
109,sj_13fa26199f000296,22,11,7,3419.0,1679.0,605.0,814.0,468.0,203.0,15.847290640394089,8.266009852216749,3.9901477832512313
110,sj_756e63a6bc53fdb3,25,10,6,3311.0,1603.0,558.0,805.0,436.0,191.0,16.340314136125656,8.38219895287958,4.18848167539267
111,sj_62fd7b160f8619aa,18,6,3,3058.0,1494.0,556.0,729.0,426.0,181.0,15.900552486187845,8.248618784530386,4.005524861878453
112,sj_151903a4d153a149,18,6,3,3098.0,1524.0,557.0,748.0,427.0,182.0,16.02747252747253,8.368131868131869,4.087912087912088
113,sj_7d21d8eab93af3b6,25,10,6,3332.0,1614.0,563.0,821.0,445.0,196.0,16.005102040816325,8.224489795918368,4.163265306122449
114,sj_1d868ba6c31da0af,19,6,3,2925.0,1430.0,526.0,692.0,400.0,177.0,15.531073446327683,8.073446327683616,3.8870056497175143
115,sj_50049ee6790d5456,25,10,6,3239.0,1557.0,549.0,786.0,433.0,190.0,16.05263157894737,8.18421052631579,4.110526315789474
116,sj_2a8c9f9ac7c1d743,19,7,4,3247.0,1605.0,589.0,787.0,457.0,185.0,16.556756756756755,8.67027027027027,4.232432432432432
117,sj_60e9a30f564b962b,19,7,4,2920.0,1429.0,526.0,693.0,400.0,177.0,15.502824858757062,8.067796610169491,3.8926553672316384
118,sj_a4dbeab1fedde644,26,11,7,3101.0,1492.0,519.0,750.0,407.0,186.0,15.67741935483871,8.010752688172044,4.005376344086022
119,sj_062e84f62243d86e,26,11,7,3428.0,1668.0,582.0,844.0,464.0,194.0,16.675257731958762,8.587628865979381,4.324742268041237
120,sj_8710ca3dcffebdba,26,10,6,3106.0,1493.0,519.0,749.0,407.0,186.0,15.704301075268818,8.016129032258064,4.0
122,sj_84ff219b28ed696f,24,12,8,3123.0,1524.0,559.0,741.0,427.0,192.0,15.270833333333334,7.932291666666667,3.8385416666666665
130,sj_e2a71874c9db0b6c,22,11,7,3408.0,1668.0,597.0,807.0,464.0,198.0,16.217171717171716,8.419191919191919,4.055555555555555
131,sj_a4dbeab1fedde644,26,11,7,3102.0,1494.0,521.0,751.0,408.0,186.0,15.682795698924732,8.021505376344086,4.010752688172043
132,sj_f4ecd3967cdb0da0,26,13,9,3543.0,1745.0,627.0,852.0,488.0,205.0,16.28780487804878,8.507317073170732,4.136585365853659
133,sj_60e9a30f564b962b,19,7,4,2920.0,1429.0,526.0,693.0,400.0,177.0,15.502824858757062,8.067796610169491,3.8926553672316384
134,sj_2a8c9f9ac7c1d743,19,7,4,3194.0,1578.0,576.0,771.0,447.0,180.0,16.75,8.761111111111111,4.261111111111111
135,sj_37f1f2d9bf494a6b,24,12,8,3401.0,1668.0,598.0,810.0,464.0,201.0,15.925373134328359,8.293532338308458,4.009950248756219
136,sj_062e84f62243d86e,26,11,7,3481.0,1695.0,595.0,860.0,475.0,199.0,16.497487437185928,8.507537688442211,4.296482412060302
140,sj_13fa26199f000296,22,11,7,3419.0,1679.0,605.0,814.0,468.0,203.0,15.847290640394089,8.266009852216749,3.9901477832512313
141,sj_c9807fca278ccd62,14,5,4,1257.0,662.0,288.0,311.0,186.0,66.0,18.060606060606062,10.030303030303031,4.7272727272727275
155,sj_98784cc807c40d2f,31,15,8,1763.0,799.0,324.0,331.0,205.0,61.0,27.918032786885245,13.098360655737705,5.426229508196721
156,sj_11b326a2f19b701c,12,5,4,1149.0,622.0,267.0,274.0,168.0,65.0,16.692307692307693,9.569230769230769,4.230769230769231
175,sj_71290cf5eb673eff,16,6,4,1561.0,735.0,368.0,356.0,276.0,75.0,19.826666666666668,9.813333333333333,4.773333333333333
183,sj_7e1ed7b73d625965,28,10,6,1491.0,709.0,354.0,353.0,250.0,58.0,24.724137931034484,12.224137931034482,6.086206896551724
292,sj_24aa04a55744e927,32,16,10,3603.0,1973.0,634.0,839.0,431.0,98.0,35.775510204081634,20.132653061224488,8.561224489795919
322,sj_1a0ecb25547cb2cb,42,17,10,1809.0,885.0,360.0,494.0,279.0,127.0,13.251968503937007,6.968503937007874,3.858267716535433
324,sj_c09350f32d3acf65,11,5,4,1260.0,681.0,297.0,297.0,188.0,58.0,20.74137931034483,11.741379310344827,5.137931034482759
325,sj_f282f8259f45e571,10,6,4,990.0,508.0,285.0,251.0,205.0,63.0,14.73015873015873,8.063492063492063,3.984126984126984
326,sj_80f6895da5d0655f,25,10,6,1517.0,749.0,312.0,325.0,196.0,104.0,13.596153846153847,7.173076923076923,3.1346153846153846
328,sj_984f7bdefc58a35c,17,5,4,1155.0,548.0,271.0,273.0,181.0,80.0,13.45,6.8375,3.4
329,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
330,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
331,sj_b37417a5a74adbdd,4,2,2,1014.0,514.0,245.0,271.0,173.0,65.0,14.615384615384615,7.907692307692308,4.1692307692307695
332,sj_f74f8c381e80e705,12,6,3,3159.0,1658.0,497.0,679.0,379.0,207.0,14.265700483091788,8.009661835748792,3.2705314009661834
333,sj_433ce60376aadb8a,15,6,4,1438.0,666.0,306.0,361.0,233.0,78.0,17.44871794871795,8.538461538461538,4.628205128205129
334,sj_12f4d551bcae7020,31,12,9,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
335,sj_7c04e74db0c5d556,24,8,6,3190.0,1669.0,512.0,681.0,391.0,210.0,14.195238095238095,7.947619047619048,3.2333333333333334
336,sj_a03c178a8b615cd4,30,11,8,2097.0,1007.0,420.0,456.0,291.0,115.0,17.243478260869566,8.756521739130434,3.965217391304348
338,sj_658c14aa928e7b3f,25,9,7,1323.0,598.0,291.0,321.0,215.0,70.0,17.914285714285715,8.542857142857143,4.585714285714285
347,sj_696228184043c34a,20,7,4,1137.0,545.0,296.0,251.0,186.0,69.0,15.492753623188406,7.898550724637682,3.652173913043478
351,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
355,sj_280d381469006e2a,33,14,6,502.0,220.0,151.0,124.0,104.0,40.0,11.575,5.5,3.1
357,sj_656cda617c28b4aa,17,7,5,1158.0,545.0,288.0,302.0,223.0,65.0,16.83076923076923,8.36923076923077,4.630769230769231
358,sj_aa514c0d779835db,25,11,7,1077.0,500.0,263.0,295.0,189.0,68.0,14.852941176470589,7.352941176470588,4.338235294117647
359,sj_d67c8691c77bda63,23,6,4,1439.0,676.0,319.0,371.0,229.0,90.0,15.0,7.511111111111111,4.133333333333334
360,sj_f4619e39dfd62863,9,5,4,1326.0,705.0,292.0,328.0,190.0,66.0,19.106060606060606,10.681818181818182,4.984848484848484
361,sj_257135073f88c614,32,14,7,1654.0,842.0,363.0,370.0,237.0,83.0,18.93975903614458,10.132530120481928,4.445783132530121
362,sj_59b0e0408d4d3130,14,5,4,1322.0,695.0,292.0,327.0,187.0,65.0,19.353846153846153,10.692307692307692,5.046153846153846
363,sj_c9807fca278ccd62,14,5,4,1257.0,662.0,288.0,311.0,186.0,66.0,18.060606060606062,10.030303030303031,4.7272727272727275
364,sj_98784cc807c40d2f,31,15,8,1832.0,833.0,340.0,349.0,219.0,68.0,25.955882352941178,12.25,5.132352941176471
365,sj_317520ec1fd449c9,18,6,4,1463.0,725.0,325.0,343.0,221.0,109.0,12.431192660550458,6.6422018348623855,3.18348623853211
366,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
367,sj_796e64b24440bc1b,12,5,4,1139.0,617.0,265.0,271.0,166.0,65.0,16.53846153846154,9.492307692307692,4.184615384615385
368,sj_32ea62aa3ce5ce86,9,5,4,1309.0,692.0,295.0,327.0,192.0,67.0,18.55223880597015,10.328358208955224,4.895522388059701
370,sj_1e3e426c6b22a572,16,5,4,887.0,456.0,242.0,222.0,166.0,59.0,14.05084745762712,7.728813559322034,3.7796610169491527
372,sj_11b326a2f19b701c,12,5,4,1149.0,622.0,267.0,274.0,168.0,65.0,16.692307692307693,9.569230769230769,4.230769230769231
373,sj_e321db7adc4dca8f,38,18,9,1067.0,525.0,258.0,308.0,191.0,54.0,18.77777777777778,9.722222222222221,5.703703703703703
376,sj_3a0f128ba2fd2845,14,5,3,2882.0,1443.0,513.0,643.0,349.0,114.0,24.289473684210527,12.657894736842104,5.640350877192983
379,sj_f87d44f2f883736a,14,5,3,1856.0,868.0,379.0,430.0,263.0,80.0,22.2125,10.85,5.3875
380,sj_71436e044204bc72,22,10,5,3232.0,1644.0,561.0,729.0,392.0,103.0,30.388349514563107,15.96116504854369,7.077669902912621
382,sj_2e78042b05500439,22,10,5,1294.0,601.0,249.0,294.0,156.0,72.0,16.98611111111111,8.333333333333334,4.055555555555555
383,sj_2514d1fd028870bb,25,9,7,3429.0,1742.0,633.0,750.0,455.0,193.0,16.7720207253886,9.015544041450777,3.8860103626943006
390,sj_e2aa7aa7c8fb5227,13,7,5,2374.0,1170.0,479.0,596.0,345.0,144.0,15.493055555555555,8.118055555555555,4.125
391,sj_0b0cc507c71546b6,4,2,2,2551.0,1283.0,502.0,610.0,339.0,133.0,18.18796992481203,9.646616541353383,4.586466165413534
396,sj_966d2d620b31b179,16,6,3,1333.0,652.0,291.0,350.0,219.0,81.0,15.469135802469136,8.049382716049383,4.333333333333333
443,sj_be0c89695de7fc1e,17,8,6,991.0,461.0,222.0,237.0,137.0,67.0,13.805970149253731,6.880597014925373,3.537313432835821
